LoincNumber,LongCommonName,PartNumber,PartTypeName,PartName,PartSequenceOrder,RID,PreferredName,RPID,LongName
37828-1,XR Wrist - right 4 views,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37828-1,XR Wrist - right 4 views,LP220534-4,Rad.View.Aggregation,Views 4,A,RID43408,4 views,,
37829-9,XR Wrist - right 5 views,LP220535-1,Rad.View.Aggregation,Views 5,A,RID43559,5 views,,
37829-9,XR Wrist - right 5 views,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37829-9,XR Wrist - right 5 views,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37829-9,XR Wrist - right 5 views,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37829-9,XR Wrist - right 5 views,LP221474-2,Rad.Anatomic Location.Imaging Focus,Wrist,A,RID2177,Wrist,,
37829-9,XR Wrist - right 5 views,LP199953-3,Rad.Anatomic Location.Laterality,Right,A,RID5825,RIGHT,,
37830-7,XR Wrist - right 6 views,LP199953-3,Rad.Anatomic Location.Laterality,Right,A,RID5825,RIGHT,,
37830-7,XR Wrist - right 6 views,LP221474-2,Rad.Anatomic Location.Imaging Focus,Wrist,A,RID2177,Wrist,,
37830-7,XR Wrist - right 6 views,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37830-7,XR Wrist - right 6 views,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37830-7,XR Wrist - right 6 views,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37830-7,XR Wrist - right 6 views,LP220536-9,Rad.View.Aggregation,Views 6,A,RID50157,6 views,,
37831-5,XR Wrist - right 8 views,LP220538-5,Rad.View.Aggregation,Views 8,A,RID50159,8 views,,
37831-5,XR Wrist - right 8 views,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37831-5,XR Wrist - right 8 views,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37831-5,XR Wrist - right 8 views,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37831-5,XR Wrist - right 8 views,LP221474-2,Rad.Anatomic Location.Imaging Focus,Wrist,A,RID2177,Wrist,,
37831-5,XR Wrist - right 8 views,LP199953-3,Rad.Anatomic Location.Laterality,Right,A,RID5825,RIGHT,,
37832-3,XR Wrist - right AP and lateral,LP199953-3,Rad.Anatomic Location.Laterality,Right,A,RID5825,RIGHT,,
37832-3,XR Wrist - right AP and lateral,LP221474-2,Rad.Anatomic Location.Imaging Focus,Wrist,A,RID2177,Wrist,,
37832-3,XR Wrist - right AP and lateral,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37832-3,XR Wrist - right AP and lateral,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37832-3,XR Wrist - right AP and lateral,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37832-3,XR Wrist - right AP and lateral,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37832-3,XR Wrist - right AP and lateral,LP220552-6,Rad.View.View type,AP,A.A,RID43583,AP view,,
37832-3,XR Wrist - right AP and lateral,LP220572-4,Rad.View.View type,lateral,A.B,RID43591,lateral view,,
37833-1,XR Wrist - right lateral W extension,LP220572-4,Rad.View.View type,lateral,A,RID43591,lateral view,,
37833-1,XR Wrist - right lateral W extension,LP206621-7,Rad.Maneuver.Maneuver type,Extension,A,RID50075,Extension maneuver,,
37833-1,XR Wrist - right lateral W extension,LP200088-5,Rad.Timing,W,A,RID49853,W,,
37833-1,XR Wrist - right lateral W extension,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37833-1,XR Wrist - right lateral W extension,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37833-1,XR Wrist - right lateral W extension,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37833-1,XR Wrist - right lateral W extension,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37833-1,XR Wrist - right lateral W extension,LP221474-2,Rad.Anatomic Location.Imaging Focus,Wrist,A,RID2177,Wrist,,
37833-1,XR Wrist - right lateral W extension,LP199953-3,Rad.Anatomic Location.Laterality,Right,A,RID5825,RIGHT,,
37834-9,XR Wrist - right lateral W flexion,LP199953-3,Rad.Anatomic Location.Laterality,Right,A,RID5825,RIGHT,,
37834-9,XR Wrist - right lateral W flexion,LP221474-2,Rad.Anatomic Location.Imaging Focus,Wrist,A,RID2177,Wrist,,
37834-9,XR Wrist - right lateral W flexion,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37834-9,XR Wrist - right lateral W flexion,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37834-9,XR Wrist - right lateral W flexion,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37834-9,XR Wrist - right lateral W flexion,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37834-9,XR Wrist - right lateral W flexion,LP200088-5,Rad.Timing,W,A,RID49853,W,,
37834-9,XR Wrist - right lateral W flexion,LP206622-5,Rad.Maneuver.Maneuver type,Flexion,A,RID50069,Flexion maneuver,,
37834-9,XR Wrist - right lateral W flexion,LP220572-4,Rad.View.View type,lateral,A,RID43591,lateral view,,
37835-6,XR Wrist - right PA and lateral,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37835-6,XR Wrist - right PA and lateral,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37835-6,XR Wrist - right PA and lateral,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37835-6,XR Wrist - right PA and lateral,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37835-6,XR Wrist - right PA and lateral,LP221474-2,Rad.Anatomic Location.Imaging Focus,Wrist,A,RID2177,Wrist,,
37835-6,XR Wrist - right PA and lateral,LP199953-3,Rad.Anatomic Location.Laterality,Right,A,RID5825,RIGHT,,
37835-6,XR Wrist - right PA and lateral,LP220588-0,Rad.View.View type,PA,A.A,RID43594,PA view,,
37835-6,XR Wrist - right PA and lateral,LP220572-4,Rad.View.View type,lateral,A.B,RID43591,lateral view,,
37836-4,XR Wrist - right PA and lateral and oblique,LP199953-3,Rad.Anatomic Location.Laterality,Right,A,RID5825,RIGHT,,
37836-4,XR Wrist - right PA and lateral and oblique,LP221474-2,Rad.Anatomic Location.Imaging Focus,Wrist,A,RID2177,Wrist,,
37836-4,XR Wrist - right PA and lateral and oblique,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37836-4,XR Wrist - right PA and lateral and oblique,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37836-4,XR Wrist - right PA and lateral and oblique,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37836-4,XR Wrist - right PA and lateral and oblique,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37836-4,XR Wrist - right PA and lateral and oblique,LP220588-0,Rad.View.View type,PA,A.A,RID43594,PA view,,
37836-4,XR Wrist - right PA and lateral and oblique,LP220572-4,Rad.View.View type,lateral,A.B,RID43591,lateral view,,
37836-4,XR Wrist - right PA and lateral and oblique,LP220585-6,Rad.View.View type,oblique,A.C,RID45661,oblique view,,
37839-8,XR Shoulder AP and lateral and axillary,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37839-8,XR Shoulder AP and lateral and axillary,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37839-8,XR Shoulder AP and lateral and axillary,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37839-8,XR Shoulder AP and lateral and axillary,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID1852,Shoulder girdle,,
37839-8,XR Shoulder AP and lateral and axillary,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID39518,Shoulder,,
37839-8,XR Shoulder AP and lateral and axillary,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37839-8,XR Shoulder AP and lateral and axillary,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37839-8,XR Shoulder AP and lateral and axillary,LP220552-6,Rad.View.View type,AP,A.A,RID43583,AP view,,
37839-8,XR Shoulder AP and lateral and axillary,LP220572-4,Rad.View.View type,lateral,A.B,RID43591,lateral view,,
37839-8,XR Shoulder AP and lateral and axillary,LP220557-5,Rad.View.View type,axillary,A.C,RID45790,Axillary view,,
37840-6,XR Shoulder 2 views,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37840-6,XR Shoulder 2 views,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID1852,Shoulder girdle,,
37840-6,XR Shoulder 2 views,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID39518,Shoulder,,
37840-6,XR Shoulder 2 views,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37840-6,XR Shoulder 2 views,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37840-6,XR Shoulder 2 views,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37840-6,XR Shoulder 2 views,LP220530-2,Rad.View.Aggregation,Views 2,A,RID43403,2 views,,
37841-4,XR Shoulder AP and lateral,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37841-4,XR Shoulder AP and lateral,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37841-4,XR Shoulder AP and lateral,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37841-4,XR Shoulder AP and lateral,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37841-4,XR Shoulder AP and lateral,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID1852,Shoulder girdle,,
37841-4,XR Shoulder AP and lateral,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID39518,Shoulder,,
37841-4,XR Shoulder AP and lateral,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37841-4,XR Shoulder AP and lateral,LP220552-6,Rad.View.View type,AP,A.A,RID43583,AP view,,
37841-4,XR Shoulder AP and lateral,LP220572-4,Rad.View.View type,lateral,A.B,RID43591,lateral view,,
37842-2,XR Shoulder AP,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37842-2,XR Shoulder AP,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID1852,Shoulder girdle,,
37842-2,XR Shoulder AP,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID39518,Shoulder,,
37842-2,XR Shoulder AP,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37842-2,XR Shoulder AP,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37842-2,XR Shoulder AP,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37842-2,XR Shoulder AP,LP220552-6,Rad.View.View type,AP,A,RID43583,AP view,,
37842-2,XR Shoulder AP,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37843-0,XR Shoulder Garth,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37843-0,XR Shoulder Garth,LP220565-8,Rad.View.View type,Garth,A,RID50097,Garth view,,
37843-0,XR Shoulder Garth,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37843-0,XR Shoulder Garth,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37843-0,XR Shoulder Garth,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37843-0,XR Shoulder Garth,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID1852,Shoulder girdle,,
37843-0,XR Shoulder Garth,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID39518,Shoulder,,
37843-0,XR Shoulder Garth,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37844-8,XR Shoulder Grashey,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37844-8,XR Shoulder Grashey,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID1852,Shoulder girdle,,
37844-8,XR Shoulder Grashey,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID39518,Shoulder,,
37844-8,XR Shoulder Grashey,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37844-8,XR Shoulder Grashey,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37844-8,XR Shoulder Grashey,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37844-8,XR Shoulder Grashey,LP220566-6,Rad.View.View type,Grashey,A,RID43625,Grashey view,,
37844-8,XR Shoulder Grashey,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37845-5,XR Shoulder outlet,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37845-5,XR Shoulder outlet,LP220587-2,Rad.View.View type,outlet,A,RID45789,Outlet view,,
37845-5,XR Shoulder outlet,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37845-5,XR Shoulder outlet,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37845-5,XR Shoulder outlet,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37845-5,XR Shoulder outlet,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID1852,Shoulder girdle,,
37845-5,XR Shoulder outlet,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID39518,Shoulder,,
37845-5,XR Shoulder outlet,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37846-3,XR Sternoclavicular Joint Serendipity,LP200021-6,Rad.Anatomic Location.Imaging Focus,Sternoclavicular joint,A,RID1884,Sternoclavicular joint,,
37846-3,XR Sternoclavicular Joint Serendipity,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37846-3,XR Sternoclavicular Joint Serendipity,LP199962-4,Rad.Anatomic Location.Region Imaged,Chest,A,RID1243,Thorax,,
37846-3,XR Sternoclavicular Joint Serendipity,LP220598-9,Rad.View.View type,Serendipity,A,RID50123,Serendipity view,,
37846-3,XR Sternoclavicular Joint Serendipity,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37847-1,XR Shoulder Y,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37847-1,XR Shoulder Y,LP220619-3,Rad.View.View type,Y,A,RID50129,Y view,,
37847-1,XR Shoulder Y,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37847-1,XR Shoulder Y,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37847-1,XR Shoulder Y,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37847-1,XR Shoulder Y,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37847-1,XR Shoulder Y,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID1852,Shoulder girdle,,
37847-1,XR Shoulder Y,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID39518,Shoulder,,
37848-9,XR Acromioclavicular Joint Zanca,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37848-9,XR Acromioclavicular Joint Zanca,LP207519-2,Rad.Anatomic Location.Imaging Focus,Acromioclavicular joint,A,RID1895,acromioclavicular joint,,
37848-9,XR Acromioclavicular Joint Zanca,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37848-9,XR Acromioclavicular Joint Zanca,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37848-9,XR Acromioclavicular Joint Zanca,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37848-9,XR Acromioclavicular Joint Zanca,LP220620-1,Rad.View.View type,Zanca,A,RID50103,Zanca view,,
37848-9,XR Acromioclavicular Joint Zanca,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37849-7,XR Shoulder axillary,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37849-7,XR Shoulder axillary,LP220557-5,Rad.View.View type,axillary,A,RID45790,Axillary view,,
37849-7,XR Shoulder axillary,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37849-7,XR Shoulder axillary,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37849-7,XR Shoulder axillary,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37849-7,XR Shoulder axillary,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37849-7,XR Shoulder axillary,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID1852,Shoulder girdle,,
37849-7,XR Shoulder axillary,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID39518,Shoulder,,
37850-5,XR tomography Shoulder,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID1852,Shoulder girdle,,
37850-5,XR tomography Shoulder,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID39518,Shoulder,,
37850-5,XR tomography Shoulder,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37850-5,XR tomography Shoulder,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37850-5,XR tomography Shoulder,LP220473-5,Rad.Modality.Modality subtype,Tomography,A,RID28840,tomography,,
37850-5,XR tomography Shoulder,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37850-5,XR tomography Shoulder,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37851-3,XR Sinuses Single view,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37851-3,XR Sinuses Single view,LP220528-6,Rad.View.Aggregation,View 1,A,RID43399,1 view,,
37851-3,XR Sinuses Single view,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37851-3,XR Sinuses Single view,LP200013-3,Rad.Anatomic Location.Imaging Focus,Sinuses,A,RID28579,Paranasal sinuses,,
37852-1,XR Sinuses Caldwell and Waters,LP200013-3,Rad.Anatomic Location.Imaging Focus,Sinuses,A,RID28579,Paranasal sinuses,,
37852-1,XR Sinuses Caldwell and Waters,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37852-1,XR Sinuses Caldwell and Waters,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37852-1,XR Sinuses Caldwell and Waters,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37852-1,XR Sinuses Caldwell and Waters,LP220561-7,Rad.View.View type,Caldwell,A.A,RID43671,Caldwell view,,
37852-1,XR Sinuses Caldwell and Waters,LP220614-4,Rad.View.View type,Waters,A.B,RID43689,Occipitomental view,,
37853-9,XR Sinuses 2 views,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37853-9,XR Sinuses 2 views,LP220530-2,Rad.View.Aggregation,Views 2,A,RID43403,2 views,,
37853-9,XR Sinuses 2 views,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37853-9,XR Sinuses 2 views,LP200013-3,Rad.Anatomic Location.Imaging Focus,Sinuses,A,RID28579,Paranasal sinuses,,
37854-7,XR Sinuses 3 views,LP200013-3,Rad.Anatomic Location.Imaging Focus,Sinuses,A,RID28579,Paranasal sinuses,,
37854-7,XR Sinuses 3 views,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37854-7,XR Sinuses 3 views,LP220532-8,Rad.View.Aggregation,Views 3,A,RID43406,3 views,,
37854-7,XR Sinuses 3 views,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37855-4,XR Sinuses 4 views,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37855-4,XR Sinuses 4 views,LP220534-4,Rad.View.Aggregation,Views 4,A,RID43408,4 views,,
37855-4,XR Sinuses 4 views,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37855-4,XR Sinuses 4 views,LP200013-3,Rad.Anatomic Location.Imaging Focus,Sinuses,A,RID28579,Paranasal sinuses,,
37856-2,XR Sinuses 5 views,LP200013-3,Rad.Anatomic Location.Imaging Focus,Sinuses,A,RID28579,Paranasal sinuses,,
37856-2,XR Sinuses 5 views,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37856-2,XR Sinuses 5 views,LP220535-1,Rad.View.Aggregation,Views 5,A,RID43559,5 views,,
37856-2,XR Sinuses 5 views,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37857-0,XR Sinuses Caldwell,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37857-0,XR Sinuses Caldwell,LP220561-7,Rad.View.View type,Caldwell,A,RID43671,Caldwell view,,
37857-0,XR Sinuses Caldwell,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37857-0,XR Sinuses Caldwell,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37857-0,XR Sinuses Caldwell,LP200013-3,Rad.Anatomic Location.Imaging Focus,Sinuses,A,RID28579,Paranasal sinuses,,
37858-8,XR Sinuses lateral,LP200013-3,Rad.Anatomic Location.Imaging Focus,Sinuses,A,RID28579,Paranasal sinuses,,
37858-8,XR Sinuses lateral,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37858-8,XR Sinuses lateral,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37858-8,XR Sinuses lateral,LP220572-4,Rad.View.View type,lateral,A,RID43591,lateral view,,
37858-8,XR Sinuses lateral,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37859-6,XR Sinuses PA and lateral and Waters,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37859-6,XR Sinuses PA and lateral and Waters,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37859-6,XR Sinuses PA and lateral and Waters,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37859-6,XR Sinuses PA and lateral and Waters,LP200013-3,Rad.Anatomic Location.Imaging Focus,Sinuses,A,RID28579,Paranasal sinuses,,
37859-6,XR Sinuses PA and lateral and Waters,LP220588-0,Rad.View.View type,PA,A.A,RID43594,PA view,,
37859-6,XR Sinuses PA and lateral and Waters,LP220572-4,Rad.View.View type,lateral,A.B,RID43591,lateral view,,
37859-6,XR Sinuses PA and lateral and Waters,LP220614-4,Rad.View.View type,Waters,A.C,RID43689,Occipitomental view,,
37860-4,XR Sinuses PA and lateral and Caldwell and Waters,LP200013-3,Rad.Anatomic Location.Imaging Focus,Sinuses,A,RID28579,Paranasal sinuses,,
37860-4,XR Sinuses PA and lateral and Caldwell and Waters,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37860-4,XR Sinuses PA and lateral and Caldwell and Waters,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37860-4,XR Sinuses PA and lateral and Caldwell and Waters,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37860-4,XR Sinuses PA and lateral and Caldwell and Waters,LP220588-0,Rad.View.View type,PA,A.A,RID43594,PA view,,
37860-4,XR Sinuses PA and lateral and Caldwell and Waters,LP220572-4,Rad.View.View type,lateral,A.B,RID43591,lateral view,,
37860-4,XR Sinuses PA and lateral and Caldwell and Waters,LP220561-7,Rad.View.View type,Caldwell,A.C,RID43671,Caldwell view,,
37860-4,XR Sinuses PA and lateral and Caldwell and Waters,LP220614-4,Rad.View.View type,Waters,A.D,RID43689,Occipitomental view,,
37861-2,XR Sinuses submentovertex,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37861-2,XR Sinuses submentovertex,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37861-2,XR Sinuses submentovertex,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37861-2,XR Sinuses submentovertex,LP200013-3,Rad.Anatomic Location.Imaging Focus,Sinuses,A,RID28579,Paranasal sinuses,,
37862-0,XR Sinuses lateral and Waters,LP200013-3,Rad.Anatomic Location.Imaging Focus,Sinuses,A,RID28579,Paranasal sinuses,,
37862-0,XR Sinuses lateral and Waters,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37862-0,XR Sinuses lateral and Waters,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37862-0,XR Sinuses lateral and Waters,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37862-0,XR Sinuses lateral and Waters,LP220572-4,Rad.View.View type,lateral,A.A,RID43591,lateral view,,
37862-0,XR Sinuses lateral and Waters,LP220614-4,Rad.View.View type,Waters,A.B,RID43689,Occipitomental view,,
37863-8,XR Sinuses Waters,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37863-8,XR Sinuses Waters,LP220614-4,Rad.View.View type,Waters,A,RID43689,Occipitomental view,,
37863-8,XR Sinuses Waters,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37863-8,XR Sinuses Waters,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37863-8,XR Sinuses Waters,LP200013-3,Rad.Anatomic Location.Imaging Focus,Sinuses,A,RID28579,Paranasal sinuses,,
37864-6,XR Sinuses lateral and Caldwell and Waters,LP200013-3,Rad.Anatomic Location.Imaging Focus,Sinuses,A,RID28579,Paranasal sinuses,,
37864-6,XR Sinuses lateral and Caldwell and Waters,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37864-6,XR Sinuses lateral and Caldwell and Waters,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37864-6,XR Sinuses lateral and Caldwell and Waters,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
